"","ubigeo_inei","UbigeoMINSA","Vac6Jun","Vac28Jul","Vac18Oct","Poblacion18","departamento","provincia","distrito","SaludIDH","EducacionSIDHE","IngresoIDHE","IDH2019","IVIA","Pobreza","PobrezaExtrema","Avance1","Avance2","Avance3","IDHCategorias","PobrezaCategorias","IVIAnum","IVIACategorias"
"228","021805",228,100,910,4608,6842,"ANCASH","SANTA","MORO",77.2774459124464,47.4366988402633,0.235963343997915,0.425984748224799,"0.39777362346649198",20.081087,4.265941,1.46156094709149,13.3002046185326,67.348728441976,"Q3","Q4",0.397773623466492,"Q4"
"229","021806",229,438,2046,7713,11083,"ANCASH","SANTA","NEPEÑA",79.3447666155791,55.6097844877467,0.427296078340319,0.568820669072786,"0.233421325683594",19.718336,3.30602,3.95199855634756,18.4607055851304,69.5930704682848,"Q4","Q4",0.233421325683594,"Q5"
"230","021807",230,99,646,2874,3731,"ANCASH","SANTA","SAMANCO",78.6411895694389,57.2403457080208,0.399814460518203,0.557537046769391,"0.235900104045868",21.460478,4.968667,2.65344411685875,17.314392924149,77.0302867863844,"Q4","Q4",0.235900104045868,"Q5"
"231","021808",231,890,3771,15872,24878,"ANCASH","SANTA","SANTA",79.1331336086288,61.0768674162999,0.41385741382118,0.575141639631417,"0.22478711605071999",19.865735,3.055667,3.57745799501568,15.1579708979822,63.7993407830211,"Q4","Q4",0.22478711605072,"Q5"
"232","021809",232,6134,20981,74181,109312,"ANCASH","SANTA","NUEVO CHIMBOTE",78.639087150895,73.9492264390556,0.444975948557466,0.645959809605691,"0.15861546993255601",9.905873,0.217695,5.61146077283372,19.1936841334895,67.8617169203747,"Q4","Q5",0.158615469932556,"Q5"
"233","021901",233,138,698,2261,3653,"ANCASH","SIHUAS","SIHUAS",75.3399718565813,53.7355901181876,0.335282778455443,0.528514394401842,"0.33015930652618403",27.851744,3.291815,3.77771694497673,19.1075828086504,61.8943334245825,"Q4","Q4",0.330159306526184,"Q4"
"234","021902",234,15,67,349,1267,"ANCASH","SIHUAS","ACOBAMBA",72.4353839130265,40.2304397661666,0.0536368918881763,0.24244543517925,"0.76288294792175304",64.935532,8.677287,1.18389897395422,5.28808208366219,27.5453827940016,"Q1","Q1",0.762882947921753,"Q1"
"235","021903",235,13,79,220,446,"ANCASH","SIHUAS","ALFONSO UGARTE",71.7926601677368,34.5981781989032,0.115027098934896,0.314848008111813,"0.57698273658752497",55.834331,3.448555,2.91479820627803,17.7130044843049,49.3273542600897,"Q2","Q1",0.576982736587525,"Q3"
"236","021904",236,27,380,927,1935,"ANCASH","SIHUAS","CASHAPAMPA",73.4583945840956,45.3799360562359,0.0509880447830883,0.223553599926351,"0.70891684293746904",48.143048,7.196478,1.3953488372093,19.6382428940568,47.906976744186,"Q1","Q2",0.708916842937469,"Q1"
"237","021905",237,13,123,320,784,"ANCASH","SIHUAS","CHINGALPO",72.5640825305584,32.0819470571648,0.112331494710431,0.296805205818247,"0.64119172096252497",48.780244,8.456198,1.65816326530612,15.6887755102041,40.8163265306122,"Q1","Q2",0.641191720962525,"Q2"
"238","021906",238,42,446,1277,2846,"ANCASH","SIHUAS","HUAYLLABAMBA",73.6756543851217,50.5194637417614,0.0706257642707062,0.266558490115198,"0.72764813899993896",60.205834,14.85562,1.47575544624034,15.671117357695,44.8699929725931,"Q1","Q1",0.727648138999939,"Q1"
"239","021907",239,28,233,1110,1865,"ANCASH","SIHUAS","QUICHES",75.871844732794,53.7959478092703,0.0283756688973361,0.203232027940383,"0.63586211204528797",45.549281,6.958288,1.50134048257373,12.4932975871314,59.5174262734584,"Q1","Q2",0.635862112045288,"Q2"
"240","021908",240,24,325,809,2364,"ANCASH","SIHUAS","RAGASH",72.6436053494121,36.4853515552071,0.0576971841282235,0.232558426391706,"0.73313868045806896",59.317969,5.964367,1.01522842639594,13.7478849407783,34.2216582064298,"Q1","Q1",0.733138680458069,"Q1"
"241","021909",241,45,948,3951,5393,"ANCASH","SIHUAS","SAN JUAN",75.4731033096851,35.1243862323466,0.0367068613006595,0.184331585453285,"0.78756654262542702",62.39034,11.65598,0.834414982384573,17.5783422955683,73.2616354533655,"Q1","Q1",0.787566542625427,"Q1"
"242","021910",242,20,275,839,1279,"ANCASH","SIHUAS","SICSIBAMBA",73.773736634818,38.4424202210036,0.0917492484684349,0.283551264902022,"0.62859290838241599",47.918974,12.98981,1.56372165754496,21.5011727912432,65.5981235340109,"Q1","Q2",0.628592908382416,"Q2"
"243","022001",243,468,2794,8785,16281,"ANCASH","YUNGAY","YUNGAY",72.0073136099048,61.3828965474847,0.218009062015756,0.422517557141792,"0.44316256046295199",28.646702,7.914258,2.87451630735213,17.1611080400467,53.958602051471,"Q3","Q4",0.443162560462952,"Q4"
"244","022002",244,17,214,919,1613,"ANCASH","YUNGAY","CASCAPARA",71.3066069008811,40.3135355428886,0.143245053987088,0.266921377690226,"0.70507627725601196",62.5019,17.14705,1.05393676379417,13.2672039677619,56.9745815251085,"Q1","Q1",0.705076277256012,"Q1"
"245","022003",245,211,1172,3554,5778,"ANCASH","YUNGAY","MANCOS",73.3402525828232,53.328876497341,0.206907185194773,0.39943457970949,"0.53569984436035201",30.428205,6.669627,3.65178262374524,20.2838352371063,61.509172724126,"Q3","Q3",0.535699844360352,"Q3"
"246","022004",246,16,207,654,1397,"ANCASH","YUNGAY","MATACOTO",72.1145775210214,58.4406287817917,0.0996488807487301,0.301290575048594,"0.63764023780822798",41.341772,11.08124,1.14531138153185,14.8174659985684,46.8146027201145,"Q1","Q2",0.637640237808228,"Q2"
"247","022005",247,59,443,2454,9804,"ANCASH","YUNGAY","QUILLO",73.705923888877,20.1984743052151,0.0315251805943961,0.13412290238045,"0.741768538951874",59.194668,15.55745,0.601795185638515,4.51856385148919,25.030599755202,"Q1","Q1",0.741768538951874,"Q1"
"248","022006",248,66,495,1522,2606,"ANCASH","YUNGAY","RANRAHIRCA",71.586643883814,56.813168233438,0.222962443965096,0.407115546095261,"0.565410256385803",40.109084,17.0372,2.53261703760553,18.9946277820414,58.4036838066001,"Q3","Q2",0.565410256385803,"Q3"
"249","022007",249,38,309,1091,1854,"ANCASH","YUNGAY","SHUPLUY",69.6895845246247,39.0602192764211,0.0823184076317911,0.23586665766204,"0.73178780078887995",53.491018,20.19365,2.04962243797195,16.6666666666667,58.8457389428263,"Q1","Q1",0.73178780078888,"Q1"
"250","022008",250,78,978,3609,4844,"ANCASH","YUNGAY","YANAMA",69.0972366584866,48.381868123023,0.0925182224276782,0.280668878185777,"0.67926430702209495",41.635967,17.78532,1.61023947151115,20.1899256812552,74.5045417010735,"Q1","Q2",0.679264307022095,"Q2"
"251","030101",251,3137,8984,30598,47375,"APURIMAC","ABANCAY","ABANCAY",73.9993257230155,78.8654503206275,0.379278721516136,0.6003753883716,"0.256367027759552",19.900498,2.403733,6.62163588390501,18.9635883905013,64.5868073878628,"Q4","Q4",0.256367027759552,"Q5"
"252","030102",252,44,235,724,1144,"APURIMAC","ABANCAY","CHACOCHE",66.7706438458329,71.1369862480594,0.188075856391403,0.390538193928356,"0.54765880107879705",39.475629,9.943916,3.84615384615385,20.541958041958,63.2867132867133,"Q3","Q2",0.547658801078797,"Q3"
"253","030103",253,66,598,1822,2720,"APURIMAC","ABANCAY","CIRCA",72.6847210477458,57.209625304082,0.0880210329549723,0.287290828314762,"0.65662872791290305",44.881031,8.474463,2.42647058823529,21.9852941176471,66.9852941176471,"Q1","Q2",0.656628727912903,"Q2"
"254","030104",254,276,2124,6884,12399,"APURIMAC","ABANCAY","CURAHUASI",70.2744587544692,58.8053616235475,0.17602845899975,0.377913005157653,"0.49571031332016002",31.117322,15.26328,2.22598596661021,17.1304137430438,55.5206065005242,"Q2","Q3",0.49571031332016,"Q3"
"255","030105",255,47,360,1595,3397,"APURIMAC","ABANCAY","HUANIPACA",69.4950189689673,40.4203818919627,0.0960100806602446,0.269266577038842,"0.68286186456680298",44.652933,17.50909,1.38357374153665,10.5975861053871,46.9531939947012,"Q1","Q2",0.682861864566803,"Q1"
"256","030106",256,78,781,2294,3551,"APURIMAC","ABANCAY","LAMBRAMA",70.0572487541673,65.1043188096213,0.146061576068723,0.337005604759786,"0.66139441728591897",32.346012,25.70762,2.19656434807097,21.9938045620952,64.6015206983948,"Q2","Q3",0.661394417285919,"Q2"
"257","030107",257,96,896,2389,3656,"APURIMAC","ABANCAY","PICHIRHUA",69.450457186726,55.4174685768396,0.0732753479021655,0.261716306693414,"0.67881524562835704",42.565085,20.61302,2.62582056892779,24.507658643326,65.3446389496718,"Q1","Q2",0.678815245628357,"Q2"
"258","030108",258,36,459,1355,2414,"APURIMAC","ABANCAY","SAN PEDRO DE CACHORA",71.5512096572071,52.8326416853221,0.13734635472861,0.331681127239129,"0.63797664642333995",41.283525,10.27363,1.49130074565037,19.0140845070423,56.1309030654515,"Q2","Q2",0.63797664642334,"Q2"
"259","030109",259,345,1356,4870,7013,"APURIMAC","ABANCAY","TAMBURCO",73.7157719941363,76.5822415939401,0.331783926021428,0.563719350968849,"0.283864915370941",19.734357,3.013583,4.91943533437901,19.3355197490375,69.442463995437,"Q4","Q4",0.283864915370941,"Q5"
"260","030201",260,1676,4870,16353,28904,"APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS",75.5681845968007,75.2380697600293,0.268983361163484,0.512788813251909,"0.31681239604950001",25.891636,7.51924,5.79850539717686,16.8488790478826,56.5769443675616,"Q4","Q4",0.3168123960495,"Q4"
"261","030202",261,88,1086,2811,5613,"APURIMAC","ANDAHUAYLAS","ANDARAPA",78.7125408959014,68.0912610108831,0.0206333999056648,0.178496341120793,"0.726326704025268",51.744097,25.1938,1.56778906110814,19.3479422768573,50.0801710315339,"Q1","Q1",0.726326704025268,"Q1"
"262","030203",262,19,228,671,1054,"APURIMAC","ANDAHUAYLAS","CHIARA",71.192791220759,62.9430806805901,0.0831114930721664,0.2762229911092,"0.73277258872985795",44.922881,14.12803,1.80265654648956,21.6318785578748,63.6622390891841,"Q1","Q2",0.732772588729858,"Q1"
"263","030204",263,80,857,2427,4500,"APURIMAC","ANDAHUAYLAS","HUANCARAMA",70.8118692108633,57.2677378239744,0.168749986019153,0.35782059548357,"0.56112241744995095",38.089667,12.78218,1.77777777777778,19.0444444444444,53.9333333333333,"Q2","Q3",0.561122417449951,"Q3"
"264","030205",264,72,640,1527,3200,"APURIMAC","ANDAHUAYLAS","HUANCARAY",75.2302526268517,58.3762325554999,0.15358093038134,0.340807173909747,"0.69933706521987904",57.965048,23.28509,2.25,20,47.71875,"Q2","Q1",0.699337065219879,"Q1"
"265","030206",265,114,180,503,694,"APURIMAC","ANDAHUAYLAS","HUAYANA",78.9119448964012,58.3417244377331,0.0726671436938024,0.286342385042046,"0.64005160331726096",37.950094,52.30626,16.4265129682997,25.9365994236311,72.478386167147,"Q1","Q3",0.640051603317261,"Q2"
"266","030207",266,62,772,1955,5704,"APURIMAC","ANDAHUAYLAS","KISHUARA",77.8573730472208,62.7548396916388,0.0847273348309552,0.283951728286003,"0.67791485786437999",50.197483,23.12587,1.08695652173913,13.5343618513324,34.2741935483871,"Q1","Q1",0.67791485786438,"Q2"
"267","030208",267,48,567,2017,3961,"APURIMAC","ANDAHUAYLAS","PACOBAMBA",75.4785125787406,67.6764003477704,0.104765307659177,0.314086490061958,"0.67810297012329102",36.17471,17.99726,1.21181519818228,14.3145670285281,50.9214844736178,"Q2","Q3",0.678102970123291,"Q2"
"268","030209",268,286,1641,4426,7635,"APURIMAC","ANDAHUAYLAS","PACUCHA",77.6672810538606,70.0160306731447,0.056942947363189,0.256704137288524,"0.68680787086486805",43.413808,11.35333,3.74590700720367,21.4931237721022,57.969875573019,"Q1","Q2",0.686807870864868,"Q1"
"269","030210",269,254,406,1296,1864,"APURIMAC","ANDAHUAYLAS","PAMPACHIRI",73.5937912528848,38.1633836547578,0.0796076700226249,0.26589378273127,"0.73260837793350198",58.244383,39.58218,13.6266094420601,21.7811158798283,69.5278969957081,"Q1","Q1",0.732608377933502,"Q1"
"270","030211",270,103,125,473,699,"APURIMAC","ANDAHUAYLAS","POMACOCHA",78.4044312320573,81.8666133239158,0.121836488813837,0.364100910971501,"0.606650531291962",43.328688,11.38658,14.7353361945637,17.8826895565093,67.6680972818312,"Q2","Q2",0.606650531291962,"Q2"
"271","030212",271,48,381,1182,2428,"APURIMAC","ANDAHUAYLAS","SAN ANTONIO DE CACHI",73.6483084110409,58.4968885984718,0.0708376361783612,0.262028137674753,"0.76705670356750499",53.040106,20.79179,1.97693574958814,15.6919275123558,48.6820428336079,"Q1","Q1",0.767056703567505,"Q1"
"272","030213",272,621,2447,8117,15795,"APURIMAC","ANDAHUAYLAS","SAN JERONIMO",78.5916829183917,71.1762194090293,0.2199023153205,0.461901062342246,"0.39613127708435097",33.594622,10.02172,3.93162393162393,15.4922443811333,51.3896802785692,"Q3","Q3",0.396131277084351,"Q4"
"273","030214",273,23,166,392,1583,"APURIMAC","ANDAHUAYLAS","SAN MIGUEL DE CHACCRAMPA",71.0448264774397,64.6215628320725,0.0667217506736668,0.239149506650646,"0.772671699523926",57.228157,30.49255,1.452937460518,10.4864181933039,24.7631080227416,"Q1","Q1",0.772671699523926,"Q1"
"274","030215",274,125,1086,2429,7194,"APURIMAC","ANDAHUAYLAS","SANTA MARIA DE CHICMO",75.9055356445869,72.505773677672,0.151391575407541,0.361027927051156,"0.64816045761108398",52.899856,12.98248,1.73755907700862,15.0959132610509,33.7642479844315,"Q2","Q1",0.648160457611084,"Q2"
"275","030216",275,669,2766,8435,14782,"APURIMAC","ANDAHUAYLAS","TALAVERA",75.3716163509071,71.7321927152068,0.253047088183811,0.4793125427546,"0.38418555259704601",30.120466,5.972253,4.52577459071844,18.711946962522,57.0626437559194,"Q3","Q3",0.384185552597046,"Q4"
"276","030217",276,131,279,791,1599,"APURIMAC","ANDAHUAYLAS","TUMAY HUARACA",75.4912158493729,63.1806017397621,0.0153428583846066,0.160153675220567,"0.72459614276885997",55.533441,45.40802,8.19262038774234,17.4484052532833,49.4684177611007,"Q1","Q1",0.72459614276886,"Q1"
"277","030218",277,56,643,1398,3412,"APURIMAC","ANDAHUAYLAS","TURPO",76.6139924193096,65.4088920886956,0.126956716080606,0.329959996688308,"0.67186963558196999",48.327018,19.24341,1.64126611957796,18.8452520515827,40.9730363423212,"Q2","Q2",0.67186963558197,"Q2"
"278","030219",278,50,457,1193,1905,"APURIMAC","ANDAHUAYLAS","KAQUIABAMBA",75.9036816017691,57.3806688995147,0.0637010488646468,0.257631897765283,"0.710046947002411",51.887377,11.48771,2.6246719160105,23.989501312336,62.6246719160105,"Q1","Q1",0.710046947002411,"Q1"
"279","030220",279,29,277,936,3118,"APURIMAC","ANDAHUAYLAS","JOSE MARIA ARGUEDAS",80.867039399043,64.2019422942018,0.158744123357585,0.365098088386824,"0.65424889326095603",44.577723,40.1221,0.930083386786401,8.88389993585632,30.0192431045542,"Q2","Q2",0.654248893260956,"Q2"
"280","030301",280,98,510,1249,2330,"APURIMAC","ANTABAMBA","ANTABAMBA",54.2987924038521,38.1216270953085,0.181921770600831,0.318791331883524,"0.48253750801086398",28.2,34.11426,4.20600858369099,21.8884120171674,53.6051502145923,"Q2","Q4",0.482537508010864,"Q4"
"281","030302",281,28,108,323,451,"APURIMAC","ANTABAMBA","EL ORO",50.5576943673518,81.8267248257885,0.175559776565677,0.353465244578006,"0.57503235340118397",32.0526,8.86073,6.20842572062084,23.9467849223947,71.6186252771619,"Q2","Q3",0.575032353401184,"Q3"
"282","030303",282,25,209,670,1375,"APURIMAC","ANTABAMBA","HUAQUIRCA",59.7190982479402,47.2447515283738,0.295124449949548,0.415805274857659,"0.46535670757293701",25.489168,39.61849,1.81818181818182,15.2,48.7272727272727,"Q3","Q4",0.465356707572937,"Q4"
"283","030304",283,42,250,780,1557,"APURIMAC","ANTABAMBA","JUAN ESPINOZA MEDRANO",54.579295591828,51.8201786756558,0.130499135417807,0.292207393223864,"0.588639616966248",32.0526,20.76603,2.69749518304432,16.0565189466924,50.0963391136802,"Q1","Q3",0.588639616966248,"Q3"
"284","030305",284,23,192,576,1679,"APURIMAC","ANTABAMBA","OROPESA",57.2742610860017,63.8474963606066,0.123161566458093,0.291758580376396,"0.600757896900177",36.240723,28.91183,1.36986301369863,11.4353782013103,34.3061346039309,"Q1","Q3",0.600757896900177,"Q2"
"285","030306",285,22,212,692,987,"APURIMAC","ANTABAMBA","PACHACONAS",52.3998334850176,52.1062804212771,0.189214659510957,0.336641027744234,"0.50240433216095004",31.609307,15.44785,2.2289766970618,21.4792299898683,70.1114488348531,"Q2","Q3",0.50240433216095,"Q3"
"286","030307",286,28,206,631,1192,"APURIMAC","ANTABAMBA","SABAINO",55.3877892383651,70.0525626110371,0.0664211826249218,0.244640269982014,"0.69658112525939897",50.827642,29.8851,2.3489932885906,17.2818791946309,52.9362416107383,"Q1","Q1",0.696581125259399,"Q1"
"287","030401",287,118,582,1768,2752,"APURIMAC","AYMARAES","CHALHUANCA",68.668087616669,67.5513047010971,0.303544721728712,0.507621545376621,"0.28836119174957298",23.417227,3.388705,4.28779069767442,21.1482558139535,64.2441860465116,"Q4","Q4",0.288361191749573,"Q5"
"288","030402",288,13,117,411,525,"APURIMAC","AYMARAES","CAPAYA",63.0271616649171,49.1846778425823,0.106054262447647,0.30763028059379,"0.56945997476577803",41.689197,7.420581,2.47619047619048,22.2857142857143,78.2857142857143,"Q2","Q2",0.569459974765778,"Q3"
"289","030403",289,32,170,608,988,"APURIMAC","AYMARAES","CARAYBAMBA",65.3979556580649,57.0070775866095,0.124150026124891,0.333377458483597,"0.52138769626617398",40.195551,9.526701,3.23886639676113,17.2064777327935,61.5384615384615,"Q2","Q2",0.521387696266174,"Q3"
"290","030404",290,26,342,1044,1809,"APURIMAC","AYMARAES","CHAPIMARCA",63.8669601340578,72.1895747805943,0.0810234515145938,0.269659713247734,"0.65225327014923096",40.353115,26.03768,1.43725815367606,18.9054726368159,57.7114427860697,"Q1","Q2",0.652253270149231,"Q2"
"291","030405",291,14,92,489,663,"APURIMAC","AYMARAES","COLCABAMBA",68.1112029464394,82.6436423613457,0.105586027530984,0.321297770350714,"0.58360540866851796",39.005857,9.944438,2.11161387631976,13.8763197586727,73.7556561085973,"Q2","Q3",0.583605408668518,"Q3"
"292","030406",292,47,265,2186,3084,"APURIMAC","AYMARAES","COTARUSE",64.9846183960024,49.2162672310489,0.182608711323046,0.366407467166492,"0.56437706947326605",32.06848,6.92455,1.52399481193256,8.59273670557717,70.8819714656291,"Q2","Q3",0.564377069473266,"Q3"
"293","030407",293,33,142,407,530,"APURIMAC","AYMARAES","HUAYLLO",63.4823113508812,59.7833963002431,0.147211315983911,0.351943281801439,"0.57516169548034701",39.315296,9.523298,6.22641509433962,26.7924528301887,76.7924528301887,"Q2","Q2",0.575161695480347,"Q3"
"294","030408",294,16,143,474,643,"APURIMAC","AYMARAES","JUSTO APU SAHUARAURA",62.3308609278139,57.0070775866095,0.1401768316993,0.327890438234668,"0.60938358306884799",44.243394,29.08605,2.48833592534992,22.2395023328149,73.7169517884914,"Q2","Q2",0.609383583068848,"Q2"
"295","030409",295,24,86,823,1489,"APURIMAC","AYMARAES","LUCRE",72.7545361222063,43.5115245252897,0.11694154585825,0.272962786071148,"0.68251943588256803",55.45137,37.81167,1.61182001343183,5.77568838146407,55.2719946272666,"Q1","Q1",0.682519435882568,"Q1"
"296","030410",296,24,125,753,1042,"APURIMAC","AYMARAES","POCOHUANCA",63.4179867350558,61.4529648327956,0.105570780305965,0.310558941295349,"0.611250519752502",39.414423,35.11481,2.30326295585413,11.9961612284069,72.2648752399232,"Q2","Q2",0.611250519752502,"Q2"
"297","030411",297,17,153,486,631,"APURIMAC","AYMARAES","SAN JUAN DE CHACÑA",65.0813292849216,50.7634452795047,0.122365692835859,0.297465625545412,"0.65290051698684703",33.518836,11.15515,2.69413629160063,24.2472266244057,77.0206022187005,"Q1","Q3",0.652900516986847,"Q2"
"298","030412",298,25,212,680,965,"APURIMAC","AYMARAES","SAÑAYCA",67.1406052254325,55.7915748662127,0.134156698564233,0.333049169079079,"0.57273185253143299",32.06848,34.15905,2.59067357512953,21.9689119170984,70.4663212435233,"Q2","Q3",0.572731852531433,"Q3"
"299","030413",299,21,182,485,601,"APURIMAC","AYMARAES","SORAYA",57.0093055215536,55.0957615742305,0.076174357666281,0.240485225278886,"0.65612494945526101",40.819858,11.60358,3.49417637271215,30.2828618968386,80.6988352745424,"Q1","Q2",0.656124949455261,"Q2"
"300","030414",300,62,334,1120,1983,"APURIMAC","AYMARAES","TAPAIRIHUA",65.4271961436002,59.7047339366902,0.0809442057981662,0.263864719078735,"0.71593278646469105",51.094893,17.30769,3.12657589510842,16.8431669188099,56.4800806858295,"Q1","Q1",0.715932786464691,"Q1"
"301","030415",301,48,401,1482,2344,"APURIMAC","AYMARAES","TINTAY",68.5506194613679,49.7835780294022,0.0851432297670622,0.266574632587879,"0.63787335157394398",31.980678,20.76566,2.04778156996587,17.1075085324232,63.2252559726962,"Q1","Q3",0.637873351573944,"Q2"
"302","030416",302,44,305,821,1189,"APURIMAC","AYMARAES","TORAYA",68.9570078423969,60.6823947408483,0.12379836072606,0.317626446319612,"0.62190926074981701",38.646567,15.90976,3.70058873002523,25.6518082422204,69.0496215306981,"Q2","Q3",0.621909260749817,"Q2"
"303","030417",303,27,201,627,877,"APURIMAC","AYMARAES","YANACA",63.6640842794724,76.2864391027807,0.138431408598153,0.353906288623352,"0.60019689798355103",36.525154,15.18967,3.07867730900798,22.9190421892816,71.4937286202965,"Q2","Q3",0.600196897983551,"Q2"
"304","030501",304,116,681,2452,8802,"APURIMAC","COTABAMBAS","TAMBOBAMBA",67.4980351690805,61.3416771038567,0.127213430745378,0.313037128475108,"0.57953751087188698",43.160874,27.74012,1.31788229947739,7.73687798227675,27.8573051579187,"Q2","Q2",0.579537510871887,"Q3"
"305","030502",305,53,369,1596,3420,"APURIMAC","COTABAMBAS","COTABAMBAS",70.1987526906708,69.2507933531634,0.137900912799984,0.356865033049514,"0.57415008544921897",40.569905,11.65235,1.54970760233918,10.7894736842105,46.6666666666667,"Q2","Q2",0.574150085449219,"Q3"
"306","030503",306,37,589,1842,5508,"APURIMAC","COTABAMBAS","COYLLURQUI",71.3220868869082,57.9181568842619,0.095085000469308,0.290156045489101,"0.62467932701110895",53.773145,35.10854,0.671750181554103,10.6935366739288,33.442265795207,"Q1","Q1",0.624679327011109,"Q2"
"307","030504",307,78,1036,3475,7432,"APURIMAC","COTABAMBAS","HAQUIRA",75.7911345402914,70.6575444299975,0.127088517625414,0.352097849970754,"0.58523243665695202",45.178005,41.79606,1.04951560818084,13.9397201291712,46.7572658772874,"Q2","Q2",0.585232436656952,"Q3"
"308","030505",308,43,394,1567,4322,"APURIMAC","COTABAMBAS","MARA",71.0873955130779,72.0283334228358,0.0865933835882031,0.289003375784155,"0.65727436542510997",41.746314,33.78617,0.994909763998149,9.11614993058769,36.2563627950023,"Q1","Q2",0.65727436542511,"Q2"
"309","030506",309,57,506,2165,8370,"APURIMAC","COTABAMBAS","CHALLHUAHUACHO",75.7096270528163,87.6738750194493,0.241786038705384,0.499163551389036,"0.40661692619323703",39.009247,42.59977,0.681003584229391,6.04540023894863,25.8661887694146,"Q3","Q3",0.406616926193237,"Q4"
"310","030601",310,156,768,2192,4127,"APURIMAC","CHINCHEROS","CHINCHEROS",68.1794516191343,60.5911084319656,0.214726721693759,0.419216421729365,"0.44586890935897799",47.786392,11.94427,3.77998546159438,18.6091591955416,53.1136418706082,"Q3","Q2",0.445868909358978,"Q4"
"311","030602",311,170,916,3787,8389,"APURIMAC","CHINCHEROS","ANCO-HUALLO",71.7652531886028,64.3885327216782,0.162193916114609,0.383682435446467,"0.46128553152084401",38.898972,20.16271,2.02646322565264,10.919060674693,45.1424484443915,"Q2","Q3",0.461285531520844,"Q4"
"312","030603",312,28,270,1050,1512,"APURIMAC","CHINCHEROS","COCHARCAS",71.9422773122625,62.3819786319252,0.130534927756567,0.337762079750926,"0.680347800254822",53.928486,25.14075,1.85185185185185,17.8571428571429,69.4444444444444,"Q2","Q1",0.680347800254822,"Q1"
"313","030604",313,111,776,2490,5494,"APURIMAC","CHINCHEROS","HUACCANA",69.598607549678,73.1472897217463,0.142960796718001,0.368769279334788,"0.56401646137237504",39.165029,22.58581,2.02038587550055,14.1244994539498,45.3221696396068,"Q2","Q3",0.564016461372375,"Q3"
"314","030605",314,59,643,2288,5415,"APURIMAC","CHINCHEROS","OCOBAMBA",70.8348341304611,58.5191389199668,0.051570499258309,0.241310185459975,"0.66563904285430897",43.187387,18.30337,1.08956602031394,11.8744228993536,42.253000923361,"Q1","Q2",0.665639042854309,"Q2"
"315","030606",315,37,334,1077,2267,"APURIMAC","CHINCHEROS","ONGOY",68.0466380348915,68.1387048479586,0.164671303462018,0.358659150912467,"0.678935766220093",42.968059,24.92321,1.63211292456992,14.7331274812528,47.5077194530216,"Q2","Q2",0.678935766220093,"Q2"
"316","030607",316,32,286,991,2166,"APURIMAC","CHINCHEROS","URANMARCA",74.5740708179679,58.3573348492204,0.0620100644686203,0.258446171224023,"0.70822584629058905",52.890897,21.75107,1.47737765466297,13.2040627885503,45.752539242844,"Q1","Q1",0.708225846290589,"Q1"
"317","030608",317,26,208,918,3017,"APURIMAC","CHINCHEROS","RANRACANCHA",71.1638184195597,58.1440724748651,0.0881442146230397,0.267554144717392,"0.66947972774505604",53.886841,28.9256,0.861783228372556,6.89426582698044,30.4275770633079,"Q1","Q1",0.669479727745056,"Q2"
"318","030609",318,27,310,812,2099,"APURIMAC","CHINCHEROS","ROCCHACC",69.2047558660095,67.5547417115527,0.108465792592642,0.293967375165236,"0.666598200798035",44.772251,24.92321,1.28632682229633,14.7689375893283,38.6850881372082,"Q1","Q2",0.666598200798035,"Q2"
"319","030610",319,3,207,444,1209,"APURIMAC","CHINCHEROS","EL PORVENIR",68.6441636936921,56.3738782308996,0.108951248275465,0.298502619831906,"0.69204825162887595",53.790238,24.92321,0.248138957816377,17.12158808933,36.7245657568238,"Q1","Q1",0.692048251628876,"Q1"
"320","030611",320,12,35,306,945,"APURIMAC","CHINCHEROS","LOS CHANKAS",74.6510582313012,63.6953718843089,0.0725770207292892,0.280398000545652,"0.69161880016326904",56.57085,22.58581,1.26984126984127,3.7037037037037,32.3809523809524,"Q1","Q1",0.691618800163269,"Q1"
"321","030701",321,98,813,2209,3759,"APURIMAC","GRAU","CHUQUIBAMBILLA",62.1624740626783,69.9099073164565,0.203126850930272,0.408241942512951,"0.42840409278869601",36.550437,17.30423,2.60707635009311,21.6280925778132,58.7656291566906,"Q3","Q3",0.428404092788696,"Q4"
"322","030702",322,38,337,933,1832,"APURIMAC","GRAU","CURPAHUASI",63.055450885141,54.9430225286927,0.0298921870626531,0.183996857873158,"0.72908645868301403",53.583463,19.19429,2.07423580786026,18.3951965065502,50.9279475982533,"Q1","Q1",0.729086458683014,"Q1"
"323","030703",323,65,266,1908,2933,"APURIMAC","GRAU","GAMARRA",67.1005923158975,49.8268706333083,0.031068179015303,0.182487746452042,"0.74792271852493297",52.995689,25.05454,2.21616092737811,9.06921241050119,65.0528469144221,"Q1","Q1",0.747922718524933,"Q1"
"324","030704",324,27,221,631,1281,"APURIMAC","GRAU","HUAYLLATI",61.6524231247084,60.7264985843445,0.0552012117715019,0.229602912431888,"0.61779868602752697",46.964669,24.57211,2.10772833723653,17.2521467603435,49.2583918813427,"Q1","Q2",0.617798686027527,"Q2"
